gateway,gateway_document_number,gateway_name
WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA | 18490448000104,18490448000104,WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA
M C R T3 INVESTIMENTO LTDA | 8d5164e7-cec7-40ac-a57e-4e1ceb9b4942,58321844000114,M C R T3 INVESTIMENTO LTDA
ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL | eb72b575-6b6e-4b02-846f-b4cab2c2e7e7,22443203000276,ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL
MARIA CLARA ALMEIDA MELO 06016032492 | 76f0d2e9-84ff-488a-94e9-264d2b8b78fd,55258645000110,MARIA CLARA ALMEIDA MELO 06016032492
ALL BETS APOSTAS ESPORTIVAS LTDA | 8cee5a12-5b25-4957-a957-5b0fbc08cce8,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
PAYMENT SOLUCOES E NEGOCIOS LTDA | 52cde778-1b28-4006-a379-509f1468c8f0,56910105000132,PAYMENT SOLUCOES E NEGOCIOS LTDA
Just Pagamentos Ltda | 34ac8653-fc02-4e80-bba5-a2b9c2a733ea,34882109000111,Just Pagamentos Ltda
LUCKY GAMING LTDA | 6a51ca26-730a-4ce6-835c-26db44e34aba,56212040000151,LUCKY GAMING LTDA
Allpay | 52371202000143,52371202000143,Allpay
ALL BETS | 20033234-8be9-4b50-a495-12e3281fe479,93138451001223,ALL BETS
BLISS PAGAMENTOS LTDA | a6e9fce2-a9e1-49c4-ad67-941257501551,31172740000139,BLISS PAGAMENTOS LTDA
HS DO BRASIL LTDA | 47123407000170,47123407000170,HS DO BRASIL LTDA
Just Pagamentos Ltda | f3a69cb2-c9de-40a6-b410-b15fe5d987f4,34882109000111,Just Pagamentos Ltda
BORGES E ANDRADE HOLDING LTDA | 4e67baa3-138d-431e-a46d-8dd77aa9d3a1,48348096000100,BORGES E ANDRADE HOLDING LTDA
KINGPANDA | 19ff49c6-25f5-4434-a716-43a0e24ba087,56268974000105,KINGPANDA
BETBET SOLUCOES TECNOLOGICAS SA | ccb2c083-c66b-496a-b77a-d7067abbbcb1,53274124000121,BETBET SOLUCOES TECNOLOGICAS SA
LUCKY GAMING | 56212040000151,56212040000151,LUCKY GAMING
JUST PAGAMENTOS LTDA | f145f489-d47a-49ac-92d9-e984464efa48,34882109000111,JUST PAGAMENTOS LTDA
SECURELINK CONSULTORIA FINANCEIRA LTDA | fdac386a-c249-43ff-813e-6563c46e562e,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
M C R T3 INVESTIMENTO LTDA | b73fc362-916b-4c43-8b1c-dc2d0bd0da10,58321844000114,M C R T3 INVESTIMENTO LTDA
PINHENHON INTERMEDIACOES DE PAGAMENTOS E SERVICOS | 44341088000180,44341088000180,PINHENHON INTERMEDIACOES DE PAGAMENTOS E SERVICOS
ONEPAY MEIOS DE PAGAMENTOS LTDA | 7b7756f1-511d-4009-af19-28222ee43e2c,48820105000113,ONEPAY MEIOS DE PAGAMENTOS LTDA
BETBR LOTERIAS LTDA | 55881028000177,55881028000177,BETBR LOTERIAS LTDA
P Pagamentos Ltda | bd53a471-0858-4279-bdb2-777c4e3f8b4d,29639420000102,P Pagamentos Ltda
PK BANK LTDA | 27678037000120,27678037000120,PK BANK LTDA
Starpayment Instituicao de Pagamento LTDA | 53498620000169,53498620000169,Starpayment Instituicao de Pagamento LTDA
SqalaPay Pagamentos | 49618422000114,49618422000114,SqalaPay Pagamentos
LCT | 78a580ad-88fb-4a00-bf48-37aa50000c22,31023573000164,LCT
EZZEPAY INSTITUICAO DE PAGAMENTO LTDA | c39b1f93-c7d3-4bcf-9fb7-944d50e2caec,37743906000106,EZZEPAY INSTITUICAO DE PAGAMENTO LTDA
REALS BRASIL LTDA. | 56197912000150,56197912000150,REALS BRASIL LTDA.
SUITPAY | 38333425000195,38333425000195,SUITPAY
AK FINTECH SOLUTIONS LTDA | 9c53cbc1-81b5-4c80-a874-77c2fce4ec68,55781283000148,AK FINTECH SOLUTIONS LTDA
HKP PAY PAGAMENTOS LTDA |,52648605000197,HKP PAY PAGAMENTOS LTDA
ALL BETS | fda66d78-cdee-498d-9860-f3a1101ac70f,93138451000170,ALL BETS
MOUR TECNOLOGIA LTDA | 050d652e-a8e2-402e-9ee9-8a892384bcd9,57638309000129,MOUR TECNOLOGIA LTDA
Bet4 - ApostaBet | 441dfa94-89cb-434d-9849-34b565316b3d,56706644000154,Bet4 - ApostaBet
M C R T3 INVESTIMENTO LTDA | 2c3a038d-5500-47c3-b0be-f5e9560b8965,58321844000114,M C R T3 INVESTIMENTO LTDA
GANHABET - DECOLA OPERATIONS N.V. | 22443203000195,22443203000195,GANHABET - DECOLA OPERATIONS N.V.
Fast Gaming SA | 55980542000160,55980542000160,Fast Gaming SA
PAY2M | 50226014000104,50226014000104,PAY2M
ALL BETS | 5f9e0642-b9b4-4136-b3e5-a648d6706679,93138451000170,ALL BETS
JG PLAY DIGITAL LTDA | 99b7cb48-7166-4898-aef7-167b09c0aecb,49726523000109,JG PLAY DIGITAL LTDA
BAZK SA (SAFEPAG) | 31944425000182,31944425000182,BAZK SA (SAFEPAG)
SeuBet | 56303755000110,56303755000110,SeuBet
LC TECH LOGAME | fb26ad4e-9bc2-485e-82b3-1d9a4f0aa7a4,56349116000195,LC TECH LOGAME
YE  PAY SERVICOS FINANCEIROS LTDA | b9465179-c5b3-452c-91db-930817e9c660,57020169000120,YE  PAY SERVICOS FINANCEIROS LTDA
YE  PAY SERVICOS FINANCEIROS LTDA | 1f1841a6-ac13-4fa5-ab58-74fa1d267f95,57020169000120,YE  PAY SERVICOS FINANCEIROS LTDA
VACANO FACILITADORA DE PAGAMENTOS LTDA. | f8587d77-5aaf-405e-8453-68e7432d5d63,39268650000158,VACANO FACILITADORA DE PAGAMENTOS LTDA.
P PAGAMENTOS LTDA | 6346c1da-5a96-4d04-88a8-31c8dc7cd700,29639420000102,P PAGAMENTOS LTDA
OKTO TECH LTDA | c5ab14f8-a0e2-4391-9de5-952830e5b9c2,51583189000123,OKTO TECH LTDA
ZALS TRANSFER | 49463420000101,49463420000101,ZALS TRANSFER
WE PAY OUT INSTITUICAO DE PAGAMENTO LTDA  | 32708748000130,32708748000130,WE PAY OUT INSTITUICAO DE PAGAMENTO LTDA
GOLD PAGO LTDA | 3bba1262-d8b5-4a16-85ef-92c7dc980722,57255542000122,GOLD PAGO LTDA
FOGGO ENTERTAINMENT LTDA | 18706f50-4d91-4b61-81a9-90514929bc94,56431248000161,FOGGO ENTERTAINMENT LTDA
SECURELINK CONSULTORIA FINANCEIRA LTDA | 637589cf-0d95-4b75-af1e-39d53362fa9b,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
Demerge Brasil Facilitadora de Pagamentos | pix.pagamento@dlocal.com,33967103000184,Demerge Brasil Facilitadora de Pagamentos
Okto Pagamentos S.A. | c5dc4025-0de3-472c-8fb2-bda567246339,44783669000172,Okto Pagamentos S.A.
BETORSPIN - MILL INTERACTIVE B.V. | 22443203000195,22443203000195,BETORSPIN - MILL INTERACTIVE B.V.
ADX PAYMENT EXPRESS LTDA | adxpagamentos@gmail.com,53186737000107,ADX PAYMENT EXPRESS LTDA
VENCEDOR - MMD MARKETING DIRETO LTDA | 22443203000195,22443203000195,VENCEDOR - MMD MARKETING DIRETO LTDA
BETESPORTE APOSTAS ON LINE LTD | 56295104000125,56295104000125,BETESPORTE APOSTAS ON LINE LTD
RCKT MARKETING LTDA | 51335624000109,51335624000109,RCKT MARKETING LTDA
YE  PAY SERVICOS FINANCEIROS LTDA | 4e61aec0-4922-466a-8175-ab499831d8cb,57020169000120,YE  PAY SERVICOS FINANCEIROS LTDA
OKP HELLCASE | c88ba3a2-3db8-4151-a96e-bea8ecea7023,35210410000141,OKP HELLCASE
PIXSWAP ATIVIDADES DE INTERNET LTDA | 48120319000187,48120319000187,PIXSWAP ATIVIDADES DE INTERNET LTDA
WYRAPAY - PERYTECH LTD | 22443203000276,22443203000276,WYRAPAY - PERYTECH LTD
VANGUARD ENTRETENIMENTO BRASIL | 5c23351b-8c71-4baf-b5a8-8836ff1d7a8b,56885537000130,VANGUARD ENTRETENIMENTO BRASIL
A. G. GONZAGA | 43078069000140,43078069000140,A. G. GONZAGA
Meridian Gaming Brasil spe Ltda | 56195600000107,56195600000107,Meridian Gaming Brasil spe Ltda
ADX PAYMENT EXPRESS LTDA |,53186737000107,ADX PAYMENT EXPRESS LTDA
PAULO R LEMOS E CIA LTDA FILIAL FLORIPA | e8b55258-7492-493c-8326-5baff79f92fa,93138451001223,PAULO R LEMOS E CIA LTDA FILIAL FLORIPA
BLAC JOGOS LTDA | 55988317000170,55988317000170,BLAC JOGOS LTDA
VANGUARD ENTRETENIMENTO BRASIL | 56885537000130,56885537000130,VANGUARD ENTRETENIMENTO BRASIL
STARSPAY EFX FACILITADORA E SERVICOS FINANCEIROS LTDA |,16944045000154,STARSPAY EFX FACILITADORA E SERVICOS FINANCEIROS LTDA
Moneta Transfer LTDA | 104d1d16-9f28-42cd-ada4-f0bce930ae64,48206461000141,Moneta Transfer LTDA
BALTS TRANSFER GAMES PARTICIPACOES SOCIETARIAS | cebed82a-2250-4bee-a0f2-9463acb013f0,49458283000109,BALTS TRANSFER GAMES PARTICIPACOES SOCIETARIAS
WWW PAGO LTDA |,54377555000186,WWW PAGO LTDA
CASA DE APOSTAS FORMOSA LTDA | 52130669000100,52130669000100,CASA DE APOSTAS FORMOSA LTDA
ONEKEY PAYMENTS INSTITUICAO DE PAGAMENTO S.A. | 35210410000141,35210410000141,ONEKEY PAYMENTS INSTITUICAO DE PAGAMENTO S.A.
BHTRADE LTDA | 57724181000116,57724181000116,BHTRADE LTDA
EZZEPAY | 37743906000106,37743906000106,EZZEPAY
Brapay Negócio é participação LTDA | c181887e-e179-49da-b9b0-f7b8c3b26f72,49138107000190,Brapay Negócio é participação LTDA
RMT INVEST E TECNOLOGIA LTDA | 29f83c11-cbeb-4b24-aa5e-f227dbf9f896,57370980000131,RMT INVEST E TECNOLOGIA LTDA
RMT LOGAME LTDA | 5c82babf-d421-490e-8df6-2ead893212e1,56349116000195,RMT LOGAME LTDA
ROCKET PAGO LTDA | a1c4b37d-9d91-4af1-81ec-ccd1ba56d205,57252890000146,ROCKET PAGO LTDA
Demerge Brasil Facilitadora de Pagamentos | e2d2b017-5247-4caf-9c5b-330ba6fb3e0b,33967103000184,Demerge Brasil Facilitadora de Pagamentos
Oig Gaming Brazil Ltda | ff17fe31-b41d-43fa-ad8f-0d3a5f71db68,55459453000172,Oig Gaming Brazil Ltda
Pagsmile | d4c1e7a6-6ca4-40f5-aa15-1ebbd05596f0,23010551000131,Pagsmile
VENTMEAR BRASIL S.A. | 52868380000184,52868380000184,VENTMEAR BRASIL S.A.
ALL BETS | 2a0276bf-ee34-4c4f-9eca-fdd1c022c328,93138451000170,ALL BETS
Fly Tech Apostas LTDA | 58076990000121,58076990000121,Fly Tech Apostas LTDA
PAGFACIL MEIOS DE PAGAMENTOS LTDA | 58058639000108,58058639000108,PAGFACIL MEIOS DE PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 27af6b85-74fe-446e-93f7-cc2e541820bd,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 4665d6ad-594c-48d5-b94e-7175d49b78b8,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 6cd1d1ca-ef35-474f-adfe-bef1de817ec4,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 75aeaa04-d8c6-4331-b073-196bd51c8803,31172740000139,BLISS PAGAMENTOS LTDA
Brapay Negócio e Participação LTDA | 1714f458-dbb1-4877-92b9-d4d315f99ecb,49138107000190,Brapay Negócio e Participação LTDA
CITABANK PARTICIPAÇÕES LTDA | 03b60939-092a-4093-b498-77908c6b33fe,53873648000139,CITABANK PARTICIPAÇÕES LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | d7e0220d-9cc6-49fc-b87c-02ba1a9e7d77,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
ROCKET PAGO LTDA | 81cadc23-c727-441f-a185-969ddc1c31ec,57252890000146,ROCKET PAGO LTDA
BPX BETS SPORTS GROUP LTDA | 76cba020-f2d6-44fb-9101-1bcaa0e2527c,55590815000160,BPX BETS SPORTS GROUP LTDA
F7 JOGOS LTDA | 62cdb437-317f-4b2d-885b-be38a2493f49,57972577000182,F7 JOGOS LTDA
LOGAME DO BRASIL LTDA | 98c42dcc-dbcb-43ee-9ecd-fc4d922d7391,56349116000195,LOGAME DO BRASIL LTDA
PAY2M SOLUCOES FINANCEIRAS LTDA | 8f4e0bd8-7efd-43f6-9279-08e1fe2a8682,50226014000104,PAY2M SOLUCOES FINANCEIRAS LTDA
TRANSFERSMILE | bd4a3b75-382b-4b05-9e6b-d96903a2d444,37753531000165,TRANSFERSMILE
ESPORTES GAMING BRASIL LTDA | 6cd5c1dd-9e30-4ac2-8c3e-45a830ee98d5,56075466000100,ESPORTES GAMING BRASIL LTDA
RIOPAG S.A. | acdc559b-e834-4334-a0ef-4dfcff8ad52e,40953545000137,RIOPAG S.A.
HS DO BRASIL LTDA | b3dc759e-4af6-4d03-823a-6b770ab851ff,47123407000170,HS DO BRASIL LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | fc3db52d-54e6-4141-816e-6e3abcdf7958,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
SUITPAY INSTITUICAO DE PAGAMENTOS LTDA | d8331fcd-40f9-48e8-8c8e-42c863abe6f1,38333425000195,SUITPAY INSTITUICAO DE PAGAMENTOS LTDA
Ana Gaming Brasil SA | 53b6e471-94e6-487f-ad6d-dbda75c2aca3,55933850000134,Ana Gaming Brasil SA
OIG GAMING BRAZIL LTDA | 91bc6cee-1ec1-4d02-9914-d79751354cb1,55459453000172,OIG GAMING BRAZIL LTDA
VOLUTI GESTAO FINANCEIRA - LTDA | 96837e6d-90c2-4be6-8b39-31eb2f19d3ef,30385259000169,VOLUTI GESTAO FINANCEIRA - LTDA
CITABANK PARTICIPAÇÕES LTDA | 53873648000139,53873648000139,CITABANK PARTICIPAÇÕES LTDA
FORTUNA PAY | 4d867694-15f0-4d39-8f2c-b410124a0025,53731130000160,FORTUNA PAY
Hkp Pay Meios de Pagamentos LTDA | 8992de72-610e-4802-8c76-6dc6bf18bfd5,50742495000100,Hkp Pay Meios de Pagamentos LTDA
N INSTITUICAO DE PAGAMENTO LTDA | d1db97d3-6fb2-44a6-8fc0-0147a33d5213,57056451000168,N INSTITUICAO DE PAGAMENTO LTDA
LCT PAGAMENTOS E SERVICOS LTDA | acdea3db-0a26-420e-b789-aab51a1a0420,31023573000164,LCT PAGAMENTOS E SERVICOS LTDA
ALL BETS | 35546308-fe19-4a05-b350-242da77ed805,93138451000170,ALL BETS
ALL BETS | f1c5766e-85c8-439f-9e43-666603f1d517,93138451000170,ALL BETS
BLISS PAGAMENTOS LTDA | c1fa4174-8c6d-44e3-8d33-b11b4f347945,31172740000139,BLISS PAGAMENTOS LTDA
F7 JOGOS LTDA | e6e044c9-d6bd-44c1-908c-5bfb595b903b,57972577000182,F7 JOGOS LTDA
okto tech ltda. | 81ebe1e2-62ed-4b18-9c4d-755402964b89,51583189000123,okto tech ltda.
HKPPAY PAGAMENTOS E COBRANCAS LTDA | e7c9e036-c6ba-4aed-9180-a151bc0b9612,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
VOLUTI GESTAO FINANCEIRA - LTDA | c5eb61b0-874b-4a88-a6bb-41574ba08f77,30385259000169,VOLUTI GESTAO FINANCEIRA - LTDA
digitalpay | 56349116000195,56349116000195,digitalpay
GAMEWIZ | 048507e2-578e-4664-9722-c3a488bf1d8f,56195099000189,GAMEWIZ
EZZEPAY INSTITUICAO DE PAGAMENTO LTDA | 687c78a7-3edf-49e0-8746-e5f53b3d8e7d,37743906000106,EZZEPAY INSTITUICAO DE PAGAMENTO LTDA
Safepag Pagamentos S.a                             | 4e43ca33-2c30-473e-935f-504ae23fc29f,31944425000182,Safepag Pagamentos S.a
ROCKET PAGO LTDA | a77ccfa1-271d-4371-b4fd-211ad5c78109,57252890000146,ROCKET PAGO LTDA
BLOW MARKETPLACE LTDA | 4fe4beb2-a058-499d-9c25-f6d1ddbdba74,37486405000191,BLOW MARKETPLACE LTDA
Brapay Negócio e Participação LTDA | c193faf9-0875-444e-b78d-3a1eac293bd1,49138107000190,Brapay Negócio e Participação LTDA
CKPAY | 52348833000141,52348833000141,CKPAY
EZZEPAY INSTITUICAO DE PAGAMENTO LTDA | 37743906000106,37743906000106,EZZEPAY INSTITUICAO DE PAGAMENTO LTDA
BLISS PAGAMENTOS LTDA | 183a4c37-2d71-4f11-a2be-522a5b308f7f,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | eadfa08e-3fa0-4edb-b22e-66ce513bcdaf,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | ebc091b4-e612-4b01-a41d-d6e98b2854be,31172740000139,BLISS PAGAMENTOS LTDA
F7 JOGOS LTDA | b2a7cb1e-2e5e-4c4d-98ae-c0080e5fa167,57972577000182,F7 JOGOS LTDA
F7 JOGOS LTDA | dd6d4d7f-d97c-4eb8-8a1b-dae37cf3e547,57972577000182,F7 JOGOS LTDA
Onetouch Tecnologia Ltda                           | 644a8cf8-e96f-4b33-a737-b93d5552fd04,49440778000100,Onetouch Tecnologia Ltda
SECURELINK CONSULTORIA FINANCEIRA LTDA | 2efe4a98-0e11-49ec-a4e2-0ce86c88b9dc,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
AK FINTECH SOLUTIONS LTDA | d9281c0b-def1-4b96-a056-f1a346afa9d3,55781283000148,AK FINTECH SOLUTIONS LTDA
PAY BROKERS COBRANCA E SERVICO | 34841787000721,34841787000721,PAY BROKERS COBRANCA E SERVICO
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 41c4a944-300a-486f-a2c9-ada5482ec8e5,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
FOGGO ENTERTAINMENT LTDA | 3329ad65-e0b1-4c1a-b7b9-8a639324f828,56431248000161,FOGGO ENTERTAINMENT LTDA
F7 JOGOS LTDA | 5ebb648d-0f88-43fb-97a1-b2c9a5384a94,57972577000182,F7 JOGOS LTDA
ALL BETS | 9cf7dc12-9c42-414f-b38c-e54d8b3166c5,93138451000170,ALL BETS
Just Pagamentos Ltda | 34882109000111,34882109000111,Just Pagamentos Ltda
PAYVISTA TECH CONSULTORIA FINANCEIRA LTDA | e5cc31f5-85f8-49bf-bdfc-6e5756b10ffb,53793898000169,PAYVISTA TECH CONSULTORIA FINANCEIRA LTDA
ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL | 5c8c67ad-39ce-480f-be24-12666d63dd08,22443203000276,ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL
BLISS PAGAMENTOS LTDA | 46239484-9df1-4d80-9bd2-d00d5464676d,31172740000139,BLISS PAGAMENTOS LTDA
Safeway | 40033405000140,40033405000140,Safeway
Pay Retailers BR Serviços de Pagamentos LTDA | 32364718000153,32364718000153,Pay Retailers BR Serviços de Pagamentos LTDA
TRANSFERO PAGAMENTOS S/A | 34882109000111,34882109000111,TRANSFERO PAGAMENTOS S/A
Anspace Intermediacao e Agenciamento de Negocios LTDA | 4d87fe5a-7e72-4b42-b01f-38813ac639c3,22443203000195,Anspace Intermediacao e Agenciamento de Negocios LTDA
FUN GAMING GROUP | 31853299000150,31853299000150,FUN GAMING GROUP
MANHATTAN SERVICOS FINANCEIROS LTDA | 6a275e62-ef7d-46c8-a2a4-4031254de557,19589575000110,MANHATTAN SERVICOS FINANCEIROS LTDA
PAY2M SOLUCOES FINANCEIRAS LTDA | e4361fda-65eb-43fc-a6eb-e3377ef0a94d,50226014000104,PAY2M SOLUCOES FINANCEIRAS LTDA
BLISS PAGAMENTOS LTDA | 206584d7-d4a5-4919-ac22-e268cc02fb0d,31172740000139,BLISS PAGAMENTOS LTDA
ONEKEY PAYMENTS INSTITUICAO DE PAGAMENTO SA | 35210410000141,35210410000141,ONEKEY PAYMENTS INSTITUICAO DE PAGAMENTO SA
APOSTA 1 LTDA | 3504a281-0a89-4777-b7e6-3aeba7afe120,55258645000110,APOSTA 1 LTDA
EXPAG SOLUCOES EM PAGAMENTOS E REPRESENTACAO COMERCIAL LTDA | 87ce9322-6334-455f-b769-732b4fe03707,32906701000180,EXPAG SOLUCOES EM PAGAMENTOS E REPRESENTACAO COMERCIAL LTDA
BigBang | 1ecd9ff0-7b94-4a28-8799-12713a4dda45,35795575000122,BigBang
POWERFULL TECNOLOGIA LTDA | 6d3842ef-670f-471d-bf1a-486c5c82d60f,49440778000100,POWERFULL TECNOLOGIA LTDA
POWERFULL TECNOLOGIA LTDA | a2d32bed-db0c-414a-b305-ad67261a3744,49440778000100,POWERFULL TECNOLOGIA LTDA
BRILLIANT GAMING LTDA | fdfd7c7a-1c6c-4f2d-923d-a30566e9a203,56259060000188,BRILLIANT GAMING LTDA
ZLIN PAY | ab074a34-4355-4970-a888-369fcd5eeb2b,33678305000106,ZLIN PAY
MMABET - SPORTS MEDIA INVESTMENTS N.V.  | 22443203000195,22443203000195,MMABET - SPORTS MEDIA INVESTMENTS N.V.
GERALBET | 56349116000195,56349116000195,GERALBET
ALL BETS | 15fbb80d-e2ae-4e40-8b63-5498c3a62157,93138451001223,ALL BETS
ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL | b2db50f6-6436-479b-b3c6-ce50e62de046,22443203000276,ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL
ANSPACE INSTITUICAO DE PAGAMENTO LTDA. | 9516d102-d903-4cbb-86c2-4a83265f3bf3,22443203000195,ANSPACE INSTITUICAO DE PAGAMENTO LTDA.
BLISS PAGAMENTOS LTDA | 3654fc25-7425-428b-b416-a5323f75aeb6,31172740000139,BLISS PAGAMENTOS LTDA
ONEKEY PAYMENTS IP SA | cab9f03a-c8d7-4376-a8b6-4c230fe726c4,35210410000141,ONEKEY PAYMENTS IP SA
ROCKET PAGO LTDA | 547c7514-73cc-4ccc-9832-0e978f5e4920,57252890000146,ROCKET PAGO LTDA
ALL BETS APOSTAS ESPORTIVAS LTDA | 6ca4b5a8-e80e-4795-a07a-07531b97553d,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
STARSPAY EFX FACILITADORA E SERVICOS FINANCEIROS LTDA | 15c5a0d8-f1a8-4656-8841-328e0cc5cc22,16944045000154,STARSPAY EFX FACILITADORA E SERVICOS FINANCEIROS LTDA
X. hao Ltda | 5a4b3a9a-2c6c-4898-b87f-51d8307e01d5,52348833000141,X. hao Ltda
M C R T3 INVESTIMENTO LTDA | 10b390e5-3e8d-4728-afaf-e3b9b669ab25,58321844000114,M C R T3 INVESTIMENTO LTDA
CONFIPAY INTERMEDIACAO DE NEGOCIOS LTDA | 65c15de4-94e2-495a-b625-861b24970ef1,51094796000120,CONFIPAY INTERMEDIACAO DE NEGOCIOS LTDA
SIMPLES PAY MEIOS PAGAMENTO LTDA | 55607985-fbd5-475a-9b16-2216a040f5e4,50788431000132,SIMPLES PAY MEIOS PAGAMENTO LTDA
AK FINTECH SOLUTIONS LTDA | a41ef6d3-7915-4fc9-876a-32aa15f597cb,55781283000148,AK FINTECH SOLUTIONS LTDA
ZRO IP  APOSTA GANHA | 26264220000116,26264220000116,ZRO IP  APOSTA GANHA
BETESPORTE APOSTAS ON LINE LTDA | 56295104000125,56295104000125,BETESPORTE APOSTAS ON LINE LTDA
Pagsmile Intermediacao e Agenciamento de Negocios LTDA | 23010551000131,23010551000131,Pagsmile Intermediacao e Agenciamento de Negocios LTDA
Okto Pagamentos S.A. | 575b4943-816c-4470-94a7-31069ad5544e,44783669000172,Okto Pagamentos S.A.
JOGO PRINCIPAL LTDA | 2e9e5bdc-a723-4d53-8848-9dedb047df04,56302709000104,JOGO PRINCIPAL LTDA
UPBET BRASIL LTDA | d13ccb51-09a8-4947-a2b1-5490fc47801b,56236761000100,UPBET BRASIL LTDA
SECURELINK CONSULTORIA FINANCEIRA LTDA | b760e40c-ef4b-4efe-85ae-7fec7695ec38,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
PAY2M SOLUCOES FINANCEIRAS LTDA | 2e330748-c81e-4cf0-b751-0ff735788e8f,50226014000104,PAY2M SOLUCOES FINANCEIRAS LTDA
AKO PAGO LTDA | 55886539000181,55886539000181,AKO PAGO LTDA
ALL BETS | 46b081b1-eead-483b-8a37-076e9eecfd5c,93138451000170,ALL BETS
OKP Dama NV | c3fda3de-89fe-4ed6-a66c-a1207194dbd2,35210410000141,OKP Dama NV
Select Operations | 56875122000186,56875122000186,Select Operations
BETVIP - CACTUS GAMING NV | 22443203000276,22443203000276,BETVIP - CACTUS GAMING NV
JONBET - PROLIFIC TRADE N.V. | 22443203000195,22443203000195,JONBET - PROLIFIC TRADE N.V.
BALTS TRANSFER GAMES PARTICIPACOES SOCIETARIAS | 2a5d581b-9fd4-4c66-9639-5a5a07f9a905,49458283000109,BALTS TRANSFER GAMES PARTICIPACOES SOCIETARIAS
SECURE LINK LTDA | 53733396000142,53733396000142,SECURE LINK LTDA
okto pagamentos s.a. | 069597f7-0d45-4b44-b58b-20919160fe46,44783669000172,okto pagamentos s.a.
alberth.ckpay1 | 56349116000195,56349116000195,alberth.ckpay1
LOGAME DO BRASIL LTDA | fdf1855e-f63f-4889-bc4e-e8413673e3a9,56349116000195,LOGAME DO BRASIL LTDA
VANGUARD ENTRETENIMENTO BRASIL LTDA | ca309319-8d8d-4f35-b4b7-e45700211e12,56885537000130,VANGUARD ENTRETENIMENTO BRASIL LTDA
SANTIAGO MENDES DE SOUZA EPP - CONTA TRANSACIONAL 2  | 31172740000139,31172740000139,SANTIAGO MENDES DE SOUZA EPP - CONTA TRANSACIONAL 2
Okto Tech Ltda. | 768e306d-da33-48e5-b6e2-6e270c7587ec,51583189000123,Okto Tech Ltda.
PIXCRED SOCIEDADE DE CREDITO DIRETO S.A. | 42510062000193,42510062000193,PIXCRED SOCIEDADE DE CREDITO DIRETO S.A.
PAY BROKERS EFX FACILITADORA DE PAGAMENTOS S.A. | b21c750a-476c-468e-96b4-bd515e96d041,34841787000136,PAY BROKERS EFX FACILITADORA DE PAGAMENTOS S.A.
MAX PAGO LTDA | 07f26956-a050-4332-9f0a-96df0ec04628,57252426000150,MAX PAGO LTDA
Betbra | 56147145000174,56147145000174,Betbra
FAZ1BET | 55980542000160,55980542000160,FAZ1BET
ALL BETS | b582d58c-1478-4214-9d4e-6f52659766f3,93138451000170,ALL BETS
Okto Pagamentos S.A. | feba772e-bd73-4c9a-aed4-c9b5b7322cd0,44783669000172,Okto Pagamentos S.A.
FAST GAMING S A | 5c924c52-15ee-44e1-bb4e-6426ec589111,55980542000160,FAST GAMING S A
ZLIN PAY | d621f3a8-a37d-4f64-91d9-8dbef260d625,33678305000106,ZLIN PAY
PYX PAY INTERMEDIACAO DE NEGOCIOS LTDA | ade19124-d915-4d8a-9659-27ef07a71841,51819983000123,PYX PAY INTERMEDIACAO DE NEGOCIOS LTDA
NITESCO LTDA | contato@nitescobeleza.com,52677809000156,NITESCO LTDA
Okto Tech Ltda. | 66142e83-5c0d-46b6-9b9d-d242bb5d2f01,51583189000123,Okto Tech Ltda.
ZRO-GATEWAY | afc74a04-2592-4791-91e8-95b259b10f3d,26264220000116,ZRO-GATEWAY
